"FOODID","FOODNAME","CALORIES","CARBS","PROTEIN","FAT"
"8071","SHRIMP SALAD, SOUR CREAM DRESSING","63.34","1.3","4.5","4.3"
"8072","FISH PIE, SOUR CREAM FILLING, SHORTCRUST PASTRY","242.11","13","9.5","16.8"
"8073","LASAGNE, SALMON","131.21","9.8","6.8","6.9"
"8074","FISH, AVERAGE, FRIED","155.35","0","21.5","7.7"
"8075","FISH PASTY, TUNA PASTY","277.01","20.4","7.2","18.4"
"8077","FISH LOAF, CREAM","143.88","3.6","13.4","8.1"
"8078","RAINBOW TROUT FILLET WITH CREAM, BREADED, OVEN-BAKED","200.53","2.5","18.6","12.8"
"8088","RAINBOW TROUT FILLET, BREADED, OVEN-BAKED","220.12","4.2","19.6","13.9"
"8089","RAINBOW TROUT FILLET, OVEN-BAKED","177.58","0","19.5","11.1"
"8092","RAINBOW TROUT AND POTATO CASSEROLE, COOKING CREAM","130.26","9.6","5.2","7.3"
"8093","SALAD WITH SMOKED FISH, POTATO, APPLE AND LEEK, WITHOUT DRESSING","83.17","8.5","7.1","1.9"
"8095","RAINBOW TROUT FILLET WITH SOUR CREAM, OVEN-BAKED","255.74","0.8","14.6","21.7"
"8096","FISH, AVERAGE, DEEP-FRIED","195.03","3.5","16.2","12.9"
"8097","FISH AND VEGETABLE STEW","58.8","1.4","6","3"
"8098","FLOUNDER, STEWED, BUTTER","76","0.2","10.5","3.6"
"8100","BALTIC HERRING WITH CREAM CHEESE","152.25","0.4","15.6","9.7"
"8111","SQUID, DEEP-FRIED","189.05","3.8","16.8","11.8"
"8500","EGG, FRIED","194.07","0.3","12.9","15.9"
"8501","EGG YOLK, FRIED","387.19","0.2","16.3","36.2"
"8502","EGG WHITE, FRIED","104.21","0.4","11","6.5"
"8503","OMELETTE, PLAIN, FRENCH OMELETTE","167.54","0.3","12","13.3"
"8504","OMELETTE, CHEESE OMELETTE","223.95","0.2","16.2","17.8"
"8505","OMELETTE, SPINACH OMELETTE","125.24","0.3","9.4","9.6"
"8506","SCRAMBLED EGGS, LOW-FAT MILK","168.74","2.4","10.4","13.2"
"8509","EGG AND BUTTER SPREAD, HARD-BOILED EGG AND BUTTER MIXTURE","310.95","0.4","8.2","31.2"
"8510","HARD-BOILED EGG AND COTTAGE CHEESE MIXTURE","170.41","1.2","12.5","13"
"8512","SPINACH AND EGG CASSEROLE, LOW-FAT MILK","81.5","3","6.5","4.7"
"8513","EGG, BOILED","134.08","0.3","12.6","9.2"
"8514","OMELETTE ROLL, SALMON FILLING","235.42","8.8","8.2","18.6"
"8515","OMELETTE ROLL, HAM FILLING","196.46","7.2","6.4","15.6"
"11001","(ARC)ROOT VEGETABLE, AVERAGE, LIGHT COLORED","49.47","9.5","1.4","0.1"
"11002","(ARC)LEAF VEGETABLE, AVERAGE, DARK GREEN","12.91","0.6","1.4","0.4"
"11004","ROE, AVERAGE","144.6","0","20.8","6.8"
"11005","4-GRAIN FLAKES","335.56","58.8","11.1","3.4"
"11006","RYE BREAD, FINE RYE BREAD, WATER, FINE RYE AND DARK WHEAT FLOUR","222.04","42.6","7.1","1.1"
"11007","ROSE HIP","54.02","6.1","0.7","0.1"
"11012","STRAWBERRY JAM, 54% SUGAR, HOME-MADE","226.34","53.8","0.6","0.2"
"11013","ORANGE MARMALADE","192.64","46.6","0.2","0.1"
"11014","PALM OIL","884.32","0","0","100"
"11030","FLOUR, RYE, FINE RYE FLOUR","341.3","66.3","10","1.5"
"11041","PEA SOUP, CANNED, UNDILUTED, WITH PORK","108.99","8.8","5.9","4"
"11045","ORANGE WITHOUT SKIN","45.65","8.9","0.6","0.1"
"11046","MANDARIN, AVERAGE, WITHOUT SKIN","45.41","8.3","0.6","0.3"
"11047","GRAPEFRUIT, WITHOUT SKIN","35.13","6.5","0.6","0.3"
"11048","LEMON, WITHOUT SKIN","32.98","2.2","0.6","0.2"
"11049","BANANA, WITHOUT SKIN","87.48","18.3","1.2","0.4"
"11050","KIWI FRUIT, WITHOUT SKIN","52.1","7.1","0.8","0.8"
"11051","PEACH/NECTARINE, WITHOUT SKIN AND STONE","43.98","7.8","1.2","0.2"
"11052","CHERRY WITHOUT STONE","56.41","11.4","0.9","0.2"
"11053","PLUM, WITHOUT STONE","46.61","8.4","0.8","0.3"
"11054","APRICOT, AVERAGE, WITHOUT STONE","53.3","10.6","1.1","0.1"
"11055","WATERMELON, WITHOUT SKIN","37.28","7.1","0.9","0.2"
"11056","PINEAPPLE, WITHOUT SKIN","55.69","11.2","0.5","0.4"
"11057","AVOCADO, WITHOUT SKIN AND STONE","198.14","0.8","2.6","19.4"
"11059","TUNA, AVERAGE","135.04","0","22.4","5"
"11060","APPLE, DOMESTIC, WITHOUT SKIN","40.63","8.3","0.2","0.1"
"11061","APPLE, IMPORTED, WITHOUT SKIN","44.69","9.4","0.2","0.1"
"11062","PEAR, WITHOUT SKIN","43.26","8","0.3","0.1"
"11063","PRUNE, WITHOUT STONE","203.39","37.6","4.2","0.9"
"11064","CHAMPIGNON, CANNED","16.97","0.2","2.1","0.3"
"11065","ROSE HIP PUREE, WITHOUT SUGAR","73.61","15.5","0.5","0.1"
"11067","TUNA, IN WATER, CANNED","99.19","0","22.4","0.9"
"11068","PUDDING, MILK PUDDING, INDUSTRIAL","94.41","9.9","4.7","3.9"
"11069","WINE, NON-ALCOHOLIC","19.6","4.5","0.1","0.1"
"11070","PEA SOUP, CANNED, DILUTED, WITH PORK","81.5","6.6","4.4","3"
"11071","EXOTIC FRUIT, AVERAGE, MANGO/PAPAYA, WITHOUT SKIN","55.69","10.7","1.2","0.2"
"11072","SOURED CUCUMBER","10.28","1.3","0.6","0.1"
"11074","SPROUT, ALFALFA","29.4","0.3","4","0.7"
"11086","NUT, CASHEW NUT","574.33","18.8","20","46.4"
"11087","SESAME SEED PASTE TAHINI, WITHOUT ADDED SALT","629.3","0.9","21.8","58"
"11089","CHICK PEA IN UNSALTED WATER","137.43","17.6","8.4","2.5"
"11090","BEAN, WHITE BEAN, IN TOMATO SAUCE","102.06","16.2","5.1","0.7"
"11092","WHEY POWDER. FOR FOOD INDUSTRY","375","78","11.9","1.1"
"11094","KARELIAN PASTY, RICE FILLING, INDUSTRIAL, LACTOSE-FREE","233.03","34.9","5.7","5.2"
"11095","DOUGHNUT, BAKERY","305.69","42.2","6.1","12"
"11110","VEGETABLE PATTY, CONTAINS SOY PROTEIN","156.79","15.6","6.6","6.8"
"11120","BUN, CINNAMON BUN, INDUSTRIAL, WATER","326.48","45.6","6.9","12.4"
"11123","BUN, FAT-FREE MILK POWDER, BAKERY","296.85","48.1","7.8","7.5"
"11124","BUN, HIGH-FAT, LOW-FAT MILK, BAKERY","328.15","46.8","7.6","11.7"
"11126","MULTIGRAIN BREAD, WATER, GRAHAM, RYE AND WHEAT FLOUR","263.15","49.2","8.9","1.5"
"11130","CREAM CHEESE, 6-11% FAT, FLAVOURED","150.81","4.7","8","11"
"11131","CHEESE, WHITE MOULD CHEESE, 40% FAT","466.06","0","16.7","44.8"
"11132","(ARC)CREAM CHEESE-LIKE VEGETABLE FAT PRODUCT, 24-30% FAT","288.72","3","11","26"
"11133","CHEESE, SEMI-HARD CHEESE, LIGHT, 15-18% FAT","229.68","0","22.5","15"
"11134","BASIL, FRESH","25.81","1.1","3.1","0.7"
"11135","BAMBOO SHOOTS, CANNED","13.38","0.7","1.5","0.2"
"11136","CREAM, LOW-FAT, 25% FAT","252.63","3","1.3","27"
"11142","ICE LOLLY, AVERAGE","81.98","20","0.2","0"
"11144","SALAD DRESSING, YOGHURT, HOME-MADE","71.7","14","0.8","1.2"
"11145","MILK, 0% FAT, LOW-LACTOSE, 1 UG ADDED VITAMIN D","33.94","4.9","3.1","0.1"
"11146","CHEESE, FINNISH OVEN CHEESE, LOW-LACTOSE, 17-23% FAT","279.16","3","18.6","21"
"11148","ICE CREAM BAR, CREAM BASED, CHOCOLATE FLAVOURED","336.04","26.8","2.7","24.4"
"11149","ICE CREAM WITH SORBET COATING, AVERAGE","111.38","19.3","1.1","3.2"
"11150","CHICKEN MARINATED, WITHOUT SKIN","157.27","0.1","19.4","8.8"
"11152","SOUR CREAM, 10-12% FAT, LOW-LACTOSE","135.52","4","2.6","12"
"11154","CURD MILK, PLAIN, 2% FAT, LOW-LACTOSE","55.69","3.3","2.9","2"
"11155","COTTAGE CHEESE, 2-5% FAT, LOW-LACTOSE","92.02","2.5","15.8","2"
"11156","QUARK, <0.5% FAT, LOW-LACTOSE","58.56","3.1","9.8","0.4"
"11157","(ARC)CHEESE, VEGETABLE FAT, 28% FAT","339.39","0","22.5","28"
"11158","VEGETABLE MIX, CAULIFLOWER, BROCCOLI, CARROT","29.64","3.5","1.9","0.3"
"11159","CREME FRAICHE, 15-18% FAT","176.15","3.1","1.9","17"
"11164","VANILLIN SAUCE","192.64","19","2.2","12"
"11165","SOUR MILK, FAT-FREE, LOW-LACTOSE, 1 UG VITAMIN D","28.92","3.7","3.1","0.1"
"11172","ICE CREAM BAR, VEGETABLE FAT, CHOCOLATE COATED","224.9","25.9","4.7","11.5"
"11173","ICE CREAM CORNET, VEGETABLE FAT","236.62","33.8","4.1","9.1"
"11177","PEPPER, BLACK PEPPER","279.88","38.3","10.9","3.3"
"11178","PEPPER, WHITE PEPPER","283.22","42.4","10.4","2.1"
"11182","PAPRIKA POWDER","321.22","18.3","14.8","13"
"11184","CINNAMON","0","0","0","0"
"11185","CLOVES","0","0","0","0"
"11186","GINGER, GROUND","0","0","0","0"
"11187","CARDAMOM","0","0","0","0"
"11188","VANILLIN SUGAR","405.83","99.9","0","0"
"11191","OREGANO, DRIED","305.45","21.6","11","10.3"
"11194","THYME, DRIED","282.74","26.9","9.1","7.4"
"11196","AROMATIC SALT, 71% SALT CONTENT","74.57","11.7","1.8","1.3"
"11197","HP-SAUCE, BROWN SAUCE","108.75","25.2","0.4","0"
"11198","GLUCOSE","406.31","100","0","0"
"11203","HONEYDEW MELON, WITHOUT SKIN","37.05","7.8","0.6","0.1"
"11210","PASTILLE SWEETENED WITH XYLITOL, ADDED VITAMIN C","232.79","8","1.1","0.8"
"11211","CHEESE, FETA CHEESE IN BRINE, MADE WITH GOAT MILK, 25% FAT","299","1.2","18","25"
"11212","SUNFLOWER SEED","617.35","2.7","24.3","56.1"
"11287","VEGETABLE FAT SPREAD 28%, MINI L�TTA","272.47","0.3","2","28"
"11469","FRUIT PUREE AVERAGE, INDUSTRIAL BABYFOOD","66.68","14.3","0.6","0.2"
"11470","BERRY PUREE, AVERAGE, INDUSTRIAL BABYFOOD","62.38","13.7","0.3","0.2"
"11471","CARROT-POTATO PUREE, AVERAGE, INDUSTRIAL BABYFOOD","47.08","7","0.7","1.4"
"11472","BEEF-VEGETABLE PUREE, AVERAGE, INDUSTRIAL BABYFOOD","77.68","8.1","2.8","3.3"
"11473","PORK-VEGETABLE PUREE, AVERAGE, INDUSTRIAL BABYFOOD","72.66","8.4","3","3"
"11474","CHICKEN-VEGETABLE PUREE, AVERAGE, INDUSTRIAL BABYFOOD","74.81","7.8","2.8","2.8"
"11475","FISH AND VEGETABLE PUREE, AVERAGE, INDUSTRIAL BABYFOOD","76.96","8.4","2.6","3.4"
"11476","MINCED MEAT AND SPAGHETTI, AVERAGE, INDUSTRIAL BABYFOOD","75.53","8.1","3.3","3"
"11503","GRAPE JUICE, UNSWEETENED","63.34","14","1","0"
"11505","BANANA CHIP","513.62","59.9","2","29"
"11507","RICE STARCH","354.21","85","0.5","0.8"
"11508","PORK, BOILED WITHOUT SALT","206.02","0","29","10"
"11511","POTATO, PEELED, BOILED WITHOUT SALT","75.29","15.5","1.9","0.1"
"11512","PORK CHOP, CUTLET","188.34","0","21.8","11.3"
"11513","PORK FILLET, BONELESS TENDERLOIN, FAT 4.5 %","125.24","0","21","4.5"
"11514","POTATO PUREE, HOMEMADE BABYFOOD, WITHOUT SALT","45.17","9.3","1.1","0.1"
"11515","POTATO PUREE, MILK, HOME-MADE BABYFOOD, WITHOUT SALT","72.42","12.4","1.7","1.5"
"11516","POTATO-CARROT PUREE, HOME-MADE BABYFOOD, WITHOUT SALT","40.15","7.9","0.9","0.1"
"11517","BEEF-POTATO PUREE, HOME-MADE BABYFOOD, WITHOUT SALT","82.46","6.2","9.7","1.3"
"11518","PORK-POTATO PUREE, HOME-MADE BABYFOOD, WITHOUT SALT","92.26","6.2","9.4","3"
"11519","PUREE WITH FISH AND VEGETABLE, HOME-MADE BABYFOOD, WITHOUT SALT","47.08","5.8","4.7","0.3"
"11520","CHICKEN-VEGETABLE PUREE, HOME-MADE BABYFOOD, WITHOUT SALT","73.37","5.8","5.4","2.9"
"11521","RICE, WHITE, LONG-GRAIN, PARBOILED","366.4","79","8.1","1"
"11522","RYE AND RICE MIX, CRASHED RYE GRAIN","347.75","73.5","8.5","1.4"
"11523","SALAD, BEETROOT SALAD WITH MAYONNAISE","129.3","9.8","1.5","9.1"
"11550","CREAM CHEESE, 30% FAT, FLAVOURED, LOW-LACTOSE","313.81","3.1","4.8","31"
"11551","TURKEY BREAST","121.89","0","25.6","2"
"11553","FRUIT JAM, AVERAGE","143.4","33.1","0.7","0.2"
"11557","LEMON JUICE, UNSWEETENED, UNDILUTED","21.75","1.6","0.3","0"
"11558","ORANGE JUICE, UNSWEETENED, ADDED CALCIUM","46.13","10","0.6","0.1"
"11562","BEEF MINCE, 17% FAT","227.29","0","19.1","16.9"
"11563","CHICKEN LEG AND THIGH WITH SKIN","209.61","0","18.1","15.4"
"11564","CHICKEN BREAST WITH SKIN","147.47","0","21.5","6.8"
"11565","CHICKEN BREAST STRIPS WITHOUT SKIN","108.99","0","22.4","2"
"11568","(ARC)BLENDED SPREAD 60%, 10 UG VITAMIN D","538.72","0.5","0.5","60"
"11571","CREAM CHEESE, LOW-FAT, 11% FAT, PLAIN","147.23","4","7.4","11"
"11572","(ARC)MILK, 0% FAT, WITH ADDED CALCIUM AND 0.5 UG VITAMIN D","37.76","5.1","3.8","0.1"
"11580","SNACK BAR WITH NUTS, SWEET","500.72","32.3","15.2","33.1"
"11581","(ARC)SOY PRODUCT, SOURED, 1% FAT, VITAMINS AND CALCIUM","86.76","15","4","1"
"11587","ROSE HIP DRINK, CONTAINS OAT AND LACTOBACILLUS PLANTARUM, PRO VIVA","56.64","11.7","0.5","0.3"
"11589","HORSERADISH","89.63","14.1","3.9","0.3"
"11680","POTATO, PEELED, VACUUM PACKED, CATERING","75.29","15.5","1.9","0.1"
"11685","COOKING OIL, 50% PALM, 25% PALM KERNEL AND 25% RAPESEED OIL","884.32","0","0","100"
"11687","RICE DRINK","48.28","9.6","0.1","1"
"11689","ASPARAGUS, RAW, CLEANED","32.27","2","2.9","0.6"
"11690","MAYONNAISE, 15% FAT, LOW-FAT","165.87","5.4","1.5","15.5"
"11691","ROE, AVERAGE, SALTED","146.99","0","19.8","6.5"
"11694","YOGHURT, FLAVOURED WITH JAM, 2% FAT, LOW-LACTOSE","87.24","13","3.3","2.1"
"11695","RAPESEED OIL, COLD PRESSED","884.32","0","0","100"
"11700","SOY PROTEIN CONCENTRATE, 58% PROTEIN","355.16","25.7","58.1","0.5"
"11701","PALM KERNEL OIL","884.32","0","0","100"
"11723","YOGHURT, FLAVOURED, 3% FAT","100.86","14.5","3.8","2.9"
"11725","BERRY AND FRUIT CULTURED MILK 2 % FAT","83.65","13","2.8","2.2"
"11726","CURD MILK, FLAVOURED, 1% FAT, LOW-LACTOSE","75.53","13.1","3.3","0.9"
"11727","YOGHURT, FLAVOURED, 2.5% FAT","90.11","13.5","3","2.5"
"11730","MULTIGRAIN BREAD, GRAHAM ROLL, WATER","289.44","49.9","8.4","5.2"
"11733","WHITE BREAD, WHEAT ROLL, WATER","238.77","49.6","7.9","2.7"
"11734","SHIITAKE MUSHROOM","26.53","2.5","1.8","0.3"
"11735","OYSTER MUSHROOM","26.29","2.6","2","0.4"
"11736","YOGHURT, PLAIN, 1.5% FAT","51.63","4.8","4.5","1.5"
"11739","VEGETABLE FAT SPREAD 35%, BECEL PRO-ACTIV","314.77","1.2","0.1","35"
"28905","FLOUR, WHOLE WHEAT FLOUR","358.03","63.8","13","2.5"
"28908","BARLEY, PEARL, BOILED WITH SALT","79.11","15.5","2","0.5"
"28909","RYE MACARONI","358.75","67","13","2.5"
"28910","RICE, BROWN","348.95","72","7","2.3"
"28911","RICE, BROWN, BOILED, SALT","103.49","21.4","2.1","0.7"
"28912","RYE MACARONI, BOILED, SALT","105.88","19.8","3.8","0.7"
"28913","POTATO, UNPEELED, AVARAGE, RAW","75.29","15.5","1.9","0.1"
"28914","POTATO, UNPEELED, BOILED WITH SALT","63.81","13.1","1.6","0.1"
"28915","MUSKMELON/CANTALOUPE MELON, WITH SKIN","11.23","2.1","0.3","0.1"
"28916","APPLE, AVERAGE, WITH SKIN","37.05","7.7","0.2","0.1"
"28917","PEAR, WITH SKIN","38","7","0.3","0.1"
"28918","PLUM, WITH STONE","42.78","7.7","0.7","0.3"
"28919","PRUNE, WITH STONE","168.98","31.2","3.5","0.7"
"28920","CHERRY WITH STONE","51.39","10.4","0.8","0.2"
"28921","APRICOT, AVERAGE, WITH STONE","50.19","10","1","0.1"
"28922","PEACH/NECTARINE, AVERAGE, WITH STONE","38.24","6.8","1","0.2"
"28923","PINEAPPLE, WITH SKIN","29.4","5.9","0.3","0.2"
"28924","ORANGE, AVERAGE, WITH SKIN","32.98","6.4","0.4","0.1"
"28925","LEMON, WITH SKIN","21.51","1.4","0.4","0.1"
"28926","GRAPEFRUIT, AVERAGE, WITH SKIN","22.94","4.2","0.4","0.2"
"28927","VEGETARIAN SAUSAGE, CONTAINS SOYA","267.21","13.5","16","16"
"28928","GRAPE LEAVES, CANNED","24.14","0.2","3.6","0"
"28929","LAMB MINCE, 14% FAT","203.63","0","17.9","14.8"
"28930","CHICKEN MINCE","112.57","0","19.3","3.9"
"28931","WATERMELON, WITH SKIN","20.55","3.9","0.5","0.1"
"28932","GRAPE, AVERAGE, GREEN OR RED","69.79","14.7","0.6","0.4"
"28933","AVOCADO  WITH SKIN AND STONE","140.77","0.5","1.9","13.8"
"28934","BANANA, WITH SKIN","58.8","12.3","0.8","0.3"
"28935","MANDARIN, AVERAGE, WITH SKIN","36.33","6.6","0.5","0.2"
"28936","FIG, DRIED, WITH STEM","247.85","51.6","3.2","0.9"
"28937","DATE, DRIED, WITH STONE","193.83","38.2","3","0.7"
"28938","OLIVE, AVERAGE, WITHOUT STONE, IN OIL, GREEN/BLACK","190.97","0","1.4","20"
"28939","KIWI FRUIT, WITH SKIN","48.04","6.5","0.7","0.8"
"28941","APPLE, DOMESTIC, WITH SKIN","35.37","7.2","0.2","0.1"
"28942","APPLE, IMPORTED, WITH SKIN","38.96","8.2","0.2","0.1"
"28943","SWEET CORN, COB, BOILED, WITHOUT SALT","89.63","17.1","1.9","0.9"
"28944","HONEYDEW MELON WITH SKIN","18.4","3.9","0.3","0.1"
"28945","TURKEY MINCE, FAT 5-6%","137.19","0","22","5.4"
"28946","PORK MINCE, FAT 16 %","215.34","0","18.8","15.7"
"28947","BACON, FILLET, 18% FAT","226.34","0.5","16","18"
"28948","KARELIAN PASTY FILLED WITH CARROT AND RICE, INDUSTRIAL","210.56","30","5","7"
"28949","KARELIAN PASTY, RICE FILLING, WHEAT CRUST","236.14","34","6.2","8"
"28950","DUCHESS POTATOES","123.8","16","2.6","5"
"28951","POTATO CROQUETTE, DEEP-FRIED","189.77","25.8","4.3","7.2"
"28952","POTATO, BAKED WITH SKIN, NO FILLING","70.27","14.3","1.7","0.1"
"28953","POTATO, NEW, BOILED WITH SALT","74.33","15.4","1.7","0.1"
"28954","POTATO, NEW, BOILED WITHOUT SALT","74.57","15.5","1.7","0.1"
"28955","POTATO, UNPEELED, BOILED WITHOUT SALT","64.05","13.2","1.6","0.1"
"28956","SWEETENED POTATO CASSEROLE, LOW-FAT MILK","88.91","16.7","2.4","1"
"28957","MOUSSAKA, PORK-BEEF MINCE, POTATOES, LOW-FAT MILK","141.25","8.6","8.1","7.9"
"28958","SWEET CORN, COB, GRILLED","111.14","16.6","1.8","3.6"
"28959","GRAPE LEAVES, STUFFED WITH RICE, DOLMA","305.21","22.6","4","21.4"
"28961","SOY BOLOGNESE","60.95","5.5","6.1","0.8"
"28962","SWEET CORN, CORN ON THE COB","80.78","15.4","1.7","0.8"
"28963","VEGETABLE POTATO STEW","58.8","6.3","1.1","2.8"
"28966","CHICK PEA PATTY, FALAFEL, FRIED","133.6","14.4","6.5","4.6"
"28967","SALAD, CABBAGE, CARROT, PINEAPPLE, MAYONNAISE","112.09","5.7","1","9.1"
"28968","SALAD, WALDORF SALAD, CELERIAC, APPLE, WALNUT AND MAYONNAISE","91.78","5.1","1.3","6.9"
"28969","NOODLE, BOILED, WITHOUT SALT","133.84","25.3","4.3","1.3"
"28970","RICE PORRIDGE, WATER, SALT","51.86","11.5","0.9","0.1"
"28971","DOUGHNUT, CHOCOLATE COATED","393.16","54.8","4.4","16.8"
"28973","DOUGHNUT, LEMON COATED","403.92","60","3.8","16.1"
"28974","BUN, WATER","296.85","48","7.3","7.7"
"28975","OVEN-BAKED PANCAKE, WATER","104.92","15.5","4.6","2.5"
"28976","RHUBARB CRISP DELIGHT, RHUBARB, OAT FLAKES","221.8","23.5","2.6","12.2"
"28977","MERINGUE","276.05","62.3","5.6","0"
"28978","CHICKEN AND POTATO CASSEROLE, COOKING CREAM","134.08","11.5","6.3","6.4"
"28979","CHICKEN AND POTATO CASSEROLE, COOKING CREAM (VEGETABLE FAT)","122.85","11.2","6.2","5.6"
"28980","CHICKEN HASH, POTATO, WITHOUT EGG","127.87","8.2","11.5","5.1"
"28981","CHICKEN MEATLOAF","185.95","4.4","14.7","11.8"
"28982","MACARONI AND PORK BEEF MINCE CASSEROLE, MEAT BOUILLON","132.41","7.2","7.6","8.1"
"28983","BEEF, RAW, MARINATED IN SALT","168.02","2.2","20.7","8.5"
"28984","STEAK TARTARE","137.91","1.6","14.5","8.1"
"28985","ROE SAUCE, CR�ME FRA�CHE","149.86","1.6","11","10.3"
"28986","CRAYFISH, BOILED","81.98","0","18.3","0.9"
"28987","LOBSTER, BOILED","104.21","0","23.5","1"
"28988","MUSSEL GRAVY. LOW-FAT MILK","136.47","6.4","8.1","8.7"
"28989","RAINBOW TROUT, SALT-CURED, CARPACCIO WITH LEMON AND OIL","184.99","1.9","13.7","12.5"
"28990","SNAILS IN GARLIC BUTTER","486.14","4.1","8.6","49.1"
"28991","CAFE AU LAIT, UNSWEETENED, WHOLE MILK","34.66","2.7","1.7","1.9"
"28992","MILK, WHOLE MILK, 3.5% FAT, BOILED","65.97","5","3.1","3.6"
"28993","CAFE LATTE, UNSWEETENED, WHOLE MILK","44.93","3.4","2.2","2.5"
"28994","BUN, WATER, OIL","298.28","48.9","7.3","7.5"
"28996","BUN, LOW-FAT MILK, OIL","310.71","50.2","8.1","7.9"
"28998","BUN, WATER, BUTTER","297.32","48","7.3","7.8"
"29000","BUN, LOW-FAT MILK, BUTTER","309.51","49.3","8.1","8.2"
"29002","MULTIGRAIN BREAD, BREAD ROLL, WATER, OIL, FLOUR MIX","232.55","39.9","7.6","3.7"
"29003","MULTIGRAIN BREAD, BREAD ROLL, FAT-FREE MILK, OIL, FLOUR MIX","243.55","41.5","8.6","3.7"
"29005","MULTIGRAIN BREAD, BREAD ROLL, WATER, BUTTER, FLOUR MIX","232.55","39.6","7.6","3.8"
"29006","MULTIGRAIN BREAD, BREAD ROLL, LOW-FAT MILK, BUTTER, FLOUR MIX","247.13","41.2","8.6","4.3"
"29007","MULTIGRAIN BREAD, BREAD ROLL, WHOLE MILK, BUTTER, FLOUR MIX","255.26","41.2","8.6","5.2"
"29008","VEGETABLE BOUILLON CUBE","304.73","13.5","9.5","23.5"
"29009","CHICKEN BOUILLON CUBE, CONTAINS WHEAT","325.29","14","9","26"
"29010","FISH STOCK CUBE","309.03","35","10","14"
"29011","PERCH, BAKED IN FOIL WITH BUTTER","118.55","0.6","19.5","4.1"
"29012","BEETROOT AND RICE CASSEROLE, LOW-FAT MILK","86.28","12.1","3.1","2.6"
"29013","CREAMY MUSSEL SOUP","74.09","3.9","4.1","4.5"
"29014","COCONUT MILK","209.13","2.8","2","21.3"
"29015","BERRY SMOOTHIE WITH ICE CREAM","79.59","8.7","2.8","3"
"29016","FRUIT SMOOTHIE, FRUIT SHAKE, YOGHURT, ICE CREAM","89.87","12.5","2.7","2.9"
"29017","CHEESE FONDUE","251.67","1.2","17.6","17"
"29018","CHICKEN MINCE PATTY, FRIED","173.28","5.5","15.5","9.9"
"29019","LAMB MINCE PATTY, FRIED","234.94","5.5","14.6","17.3"
"29020","PORK MINCE PATTY, FRIED","242.83","5.5","15.2","17.9"
"29021","TURKEY MINCE PATTY, FRIED","190.01","5.5","17.3","10.9"
"29022","BEAN, GREEN BEAN, STRING BEAN, BOILED","38","5.1","2.2","0.3"
"29023","PASTA-ROE-SHRIMPSALAD, AVOCADO, OIL-BASED DRESSING","179.25","5.7","10","12.7"
"29024","FISH SOUP WITH COCONUT MILK","67.16","2.7","6.5","3.3"
"29025","MUSHROOM-BARLEY SOUP","73.85","4.4","1.4","5.4"
"29026","VEGETABLE BOUILLON, DISSOLVED","9.32","0.4","0.3","0.7"
"29027","COLD CUCUMBER SOUP","41.59","2.2","1.4","2.9"
"29028","AUBERGINE FILLED WITH TOMATO AND CHEESE","87.72","3.7","4.5","5.6"
"29029","RISOTTO, AVOCADO AND PESTO RISOTTO","161.81","13.4","3","10.2"
"29030","VEGETABLE SOUP WITH COCONUT MILK","91.3","5.3","1.6","6.9"
"29031","NOODLE SOUP, VEGETABLES","39.91","4.7","1.4","1.5"
"29032","VEGETABLES, GRATINATED, VEGETABLE GRATIN","106.6","3.2","4.8","7.6"
"29033","CHEESY VEGETABLE SOUP","37.28","2.2","2.2","1.9"
"29034","PUR�ED VEGETABLE SOUP, PEA, CARROT, SWEETCORN, COOKING CREAM (VEG. FAT)","52.82","7","2","1.4"
"29035","PEA SOUP, PUREED, WITH WHITE WINE","54.73","4.7","2.5","2.1"
"29036","ROOT VEGETABLE SOUP, PUREED, COOKING CREAM (VEG. FAT)","29.64","3.8","0.6","1.1"
"29037","ROOT VEGETABLE SOUP, PUREED","20.55","3.9","0.5","0.1"
"29038","MACARONI AND VEGETABLE SOUP","51.63","9.2","2.1","0.4"
"29039","SHRIMP SOUP WITH CARROT AND COOKING CREAM (VEG. FAT)","45.89","2.1","2.4","2.9"
"29040","CREAMY OYSTER SOUP","193.83","2.1","3.1","17.8"
"29041","TUNA SALAD WITH VEGETABLES, WITHOUT DRESSING","53.54","4","5.6","1.4"
"29042","HAM AND POTATO CASSEROLE, COOKING CREAM (VEG. FAT)","133.6","9.4","4.6","8.4"
"29043","FISH AND POTATO CASSEROLE, JANSSON'S TEMPTATION, COOKING CREAM (VEG. FAT)","152.49","10.7","5","9.7"
"29044","WHITE SAUCE, LOW-FAT MILK, THICKENED WITH FLOUR AND BUTTER","98.95","8.9","3.9","5.2"
"29045","WHITE SAUCE, LOW-FAT MILK, THICKENED WITH FLOUR AND OIL","97.28","9","3.9","5"
"29046","BROWN GRAVY, THICKENED WITH BUTTER AND FLOUR","62.14","4.7","0.8","4.4"
"29047","BROWN GRAVY, THICKENED WITH OIL AND FLOUR","59.27","4.7","0.8","4.1"
"29048","WOK-VEGETABLES, CARROT-CHAMPIGNON-ONION-SWEET PEPPER-PEA, FROZEN","35.37","4.9","2.1","0.3"
"29049","WOK-VEGETABLES, GREEN BEAN-CARROT-SWEET PEPPER- SWEET CORN-PARSNIP, FROZEN","60.23","10.1","1.5","0.5"
"29050","BACON, FILLET, 18% FAT, FRIED","301.63","0.7","21.3","24"
